measure_id,measure_name,measure_format,filter_id,demographics,location_id,location_type,location_name,start_year,end_year,numerator,denominator,value,missing,missing_percentage,status,count,sum,sum_squares,minimum,maximum,standard_deviation,average,calculation,population,total_cases,median_household_income,num_full_time_prosecutors,total_num_law_enforcement_agencies
23,Cases Dismissed,percentage,1,all defendants,OR021,county,Gilliam,2009,2015,86,218,39.4495,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,1915,222,44743,NA,NA
23,Cases Dismissed,percentage,1,all defendants,OR023,county,Grant,2009,2015,207,829,24.9698,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,7359,839,35051,NA,NA
23,Cases Dismissed,percentage,1,all defendants,OR025,county,Harney,2009,2015,302,957,31.5569,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,7314,1002,38113,NA,NA
23,Cases Dismissed,percentage,1,all defendants,OR027,county,Hood River,2009,2015,817,2699,30.2705,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,22427,2787,56725,NA,NA
23,Cases Dismissed,percentage,1,all defendants,OR029,county,Jackson,2009,2015,7936,26372,30.0925,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,205117,27429,44005,NA,NA
23,Cases Dismissed,percentage,1,all defendants,OR031,county,Jefferson,2009,2015,674,3511,19.1968,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,21461,3582,43373,NA,NA
23,Cases Dismissed,percentage,1,all defendants,OR033,county,Josephine,2009,2015,2023,9479,21.3419,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,82783,9782,37733,NA,NA
23,Cases Dismissed,percentage,1,all defendants,OR035,county,Klamath,2009,2015,4185,13319,31.4213,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,66211,14026,39627,NA,NA
23,Cases Dismissed,percentage,1,all defendants,OR037,county,Lake,2009,2015,492,1546,31.8241,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,7862,1631,33611,NA,NA
23,Cases Dismissed,percentage,1,all defendants,OR039,county,Lane,2009,2015,4802,22372,21.4643,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,353382,22671,42931,NA,NA
23,Cases Dismissed,percentage,1,all defendants,OR041,county,Lincoln,2009,2015,2777,8755,31.719,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,46070,8904,42365,NA,NA
23,Cases Dismissed,percentage,1,all defendants,OR043,county,Linn,2009,2015,1966,10704,18.367,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,117648,10942,46939,NA,NA
23,Cases Dismissed,percentage,1,all defendants,OR045,county,Malheur,2009,2015,843,3784,22.278,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,30898,3944,35578,NA,NA
23,Cases Dismissed,percentage,1,all defendants,OR047,county,Marion,2009,2015,4297,30119,14.2667,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,318441,31160,46885,NA,NA
23,Cases Dismissed,percentage,1,all defendants,OR049,county,Morrow,2009,2015,142,567,25.0441,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,11218,599,49940,NA,NA
23,Cases Dismissed,percentage,1,all defendants,OR051,county,Multnomah,2009,2015,52995,98347,53.8857,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,747641,100335,52511,NA,NA
23,Cases Dismissed,percentage,1,all defendants,OR053,county,Polk,2009,2015,2451,7330,33.4379,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,75930,7428,52808,NA,NA
23,Cases Dismissed,percentage,1,all defendants,OR055,county,Sherman,2009,2015,185,606,30.5281,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,1865,642,42639,NA,NA
23,Cases Dismissed,percentage,1,all defendants,OR057,county,Tillamook,2009,2015,1072,3609,29.7035,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,25300,3736,43676,NA,NA
23,Cases Dismissed,percentage,1,all defendants,OR059,county,Umatilla,2009,2015,1763,7164,24.6092,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,76306,7717,48389,NA,NA
23,Cases Dismissed,percentage,1,all defendants,OR061,county,Union,2009,2015,749,3233,23.1673,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,25741,3368,42542,NA,NA
23,Cases Dismissed,percentage,1,all defendants,OR063,county,Wallowa,2009,2015,185,522,35.4406,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,6924,534,41994,NA,NA
23,Cases Dismissed,percentage,1,all defendants,OR065,county,Wasco,2009,2015,804,3687,21.8063,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,25281,3803,43765,NA,NA
23,Cases Dismissed,percentage,1,all defendants,OR067,county,Washington,2009,2015,8203,38666,21.215,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,539608,39034,64180,NA,NA
23,Cases Dismissed,percentage,1,all defendants,OR069,county,Wheeler,2009,2015,32,84,38.0952,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,1292,84,37974,NA,NA
23,Cases Dismissed,percentage,1,all defendants,OR071,county,Yamhill,2009,2015,1610,8179,19.6846,0,0,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,99802,8384,54535,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR,state,Oregon,2009,2015,NA,NA,95,96,0.0669,OK,143502,NA,NA,NA,NA,NA,181.63,MEDIAN,3868721,407169,50229,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR001,county,Baker,2009,2015,NA,NA,120,0,0,OK,483,NA,NA,NA,NA,NA,236.46,MEDIAN,16055,1633,41500,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR003,county,Benton,2009,2015,NA,NA,102,0,0,OK,2252,NA,NA,NA,NA,NA,208.44,MEDIAN,85989,7633,48604,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR005,county,Clackamas,2009,2015,NA,NA,99,1,0.0109,OK,9150,NA,NA,NA,NA,NA,165.25,MEDIAN,380532,27755,64352,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR007,county,Clatsop,2009,2015,NA,NA,112,0,0,OK,2001,NA,NA,NA,NA,NA,199.12,MEDIAN,37157,5361,44683,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR009,county,Columbia,2009,2015,NA,NA,181,0,0,OK,1268,NA,NA,NA,NA,NA,302.91,MEDIAN,49333,3260,54968,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR011,county,Coos,2009,2015,NA,NA,94,7,0.2702,OK,2584,NA,NA,NA,NA,NA,169.36,MEDIAN,62753,6981,37940,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR013,county,Crook,2009,2015,NA,NA,162,0,0,OK,810,NA,NA,NA,NA,NA,252.95,MEDIAN,20894,3792,38795,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR015,county,Curry,2009,2015,NA,NA,79,1,0.1124,OK,889,NA,NA,NA,NA,NA,178.61,MEDIAN,22361,3139,39516,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR017,county,Deschutes,2009,2015,NA,NA,158,2,0.0296,OK,6756,NA,NA,NA,NA,NA,250.69,MEDIAN,160565,20436,50209,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR019,county,Douglas,2009,2015,NA,NA,162,1,0.0156,OK,6427,NA,NA,NA,NA,NA,267.33,MEDIAN,107286,12594,40524,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR021,county,Gilliam,2009,2015,NA,NA,254,0,0,OK,149,NA,NA,NA,NA,NA,381.68,MEDIAN,1915,222,44743,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR023,county,Grant,2009,2015,NA,NA,94,0,0,OK,283,NA,NA,NA,NA,NA,190.62,MEDIAN,7359,839,35051,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR025,county,Harney,2009,2015,NA,NA,107.5,0,0,OK,456,NA,NA,NA,NA,NA,277.93,MEDIAN,7314,1002,38113,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR027,county,Hood River,2009,2015,NA,NA,87,0,0,OK,639,NA,NA,NA,NA,NA,191.58,MEDIAN,22427,2787,56725,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR029,county,Jackson,2009,2015,NA,NA,133,1,0.0094,OK,10598,NA,NA,NA,NA,NA,243.63,MEDIAN,205117,27429,44005,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR031,county,Jefferson,2009,2015,NA,NA,89.5,0,0,OK,954,NA,NA,NA,NA,NA,174.23,MEDIAN,21461,3582,43373,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR033,county,Josephine,2009,2015,NA,NA,129,0,0,OK,3832,NA,NA,NA,NA,NA,218.01,MEDIAN,82783,9782,37733,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR035,county,Klamath,2009,2015,NA,NA,209,0,0,OK,4304,NA,NA,NA,NA,NA,318.06,MEDIAN,66211,14026,39627,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR037,county,Lake,2009,2015,NA,NA,126,2,0.321,OK,621,NA,NA,NA,NA,NA,284.29,MEDIAN,7862,1631,33611,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR039,county,Lane,2009,2015,NA,NA,76,9,0.0734,OK,12254,NA,NA,NA,NA,NA,161.04,MEDIAN,353382,22671,42931,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR041,county,Lincoln,2009,2015,NA,NA,101,0,0,OK,2221,NA,NA,NA,NA,NA,202.92,MEDIAN,46070,8904,42365,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR043,county,Linn,2009,2015,NA,NA,85,1,0.0182,OK,5479,NA,NA,NA,NA,NA,167.86,MEDIAN,117648,10942,46939,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR045,county,Malheur,2009,2015,NA,NA,108,1,0.0805,OK,1241,NA,NA,NA,NA,NA,234.68,MEDIAN,30898,3944,35578,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR047,county,Marion,2009,2015,NA,NA,87,3,0.0245,OK,12225,NA,NA,NA,NA,NA,153.9,MEDIAN,318441,31160,46885,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR049,county,Morrow,2009,2015,NA,NA,156,0,0,OK,321,NA,NA,NA,NA,NA,276.84,MEDIAN,11218,599,49940,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR051,county,Multnomah,2009,2015,NA,NA,61,52,0.1751,OK,29651,NA,NA,NA,NA,NA,116.31,MEDIAN,747641,100335,52511,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR053,county,Polk,2009,2015,NA,NA,66,0,0,OK,2673,NA,NA,NA,NA,NA,173.5,MEDIAN,75930,7428,52808,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR055,county,Sherman,2009,2015,NA,NA,185,0,0,OK,293,NA,NA,NA,NA,NA,369.3,MEDIAN,1865,642,42639,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR057,county,Tillamook,2009,2015,NA,NA,95,0,0,OK,948,NA,NA,NA,NA,NA,157.18,MEDIAN,25300,3736,43676,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR059,county,Umatilla,2009,2015,NA,NA,171,2,0.0598,OK,3344,NA,NA,NA,NA,NA,303.26,MEDIAN,76306,7717,48389,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR061,county,Union,2009,2015,NA,NA,146.5,0,0,OK,1052,NA,NA,NA,NA,NA,235.1,MEDIAN,25741,3368,42542,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR063,county,Wallowa,2009,2015,NA,NA,105.5,0,0,OK,130,NA,NA,NA,NA,NA,154.48,MEDIAN,6924,534,41994,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR065,county,Wasco,2009,2015,NA,NA,129,0,0,OK,1366,NA,NA,NA,NA,NA,271.3,MEDIAN,25281,3803,43765,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR067,county,Washington,2009,2015,NA,NA,53.5,13,0.1026,OK,12662,NA,NA,NA,NA,NA,117.11,MEDIAN,539608,39034,64180,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR069,county,Wheeler,2009,2015,NA,NA,243.5,0,0,OK,30,NA,NA,NA,NA,NA,317.13,MEDIAN,1292,84,37974,NA,NA
104,Time to Disposition in Felony Cases,median,1,all defendants,OR071,county,Yamhill,2009,2015,NA,NA,95,0,0,OK,3156,NA,NA,NA,NA,NA,179.08,MEDIAN,99802,8384,54535,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR,state,Oregon,2009,2015,NA,NA,83,164,0.0674,OK,242988,NA,NA,NA,NA,NA,188.81,MEDIAN,3868721,407169,50229,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR001,county,Baker,2009,2015,NA,NA,105,0,0,OK,1039,NA,NA,NA,NA,NA,233.17,MEDIAN,16055,1633,41500,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR003,county,Benton,2009,2015,NA,NA,168,0,0,OK,5119,NA,NA,NA,NA,NA,265.93,MEDIAN,85989,7633,48604,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR005,county,Clackamas,2009,2015,NA,NA,112,0,0,OK,17572,NA,NA,NA,NA,NA,214.4,MEDIAN,380532,27755,64352,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR007,county,Clatsop,2009,2015,NA,NA,125,1,0.0344,OK,2904,NA,NA,NA,NA,NA,218.21,MEDIAN,37157,5361,44683,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR009,county,Columbia,2009,2015,NA,NA,212,2,0.1342,OK,1488,NA,NA,NA,NA,NA,320.99,MEDIAN,49333,3260,54968,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR011,county,Coos,2009,2015,NA,NA,91,3,0.0712,OK,4208,NA,NA,NA,NA,NA,184.96,MEDIAN,62753,6981,37940,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR013,county,Crook,2009,2015,NA,NA,94,1,0.0368,OK,2717,NA,NA,NA,NA,NA,205.09,MEDIAN,20894,3792,38795,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR015,county,Curry,2009,2015,NA,NA,58,1,0.0471,OK,2122,NA,NA,NA,NA,NA,164.16,MEDIAN,22361,3139,39516,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR017,county,Deschutes,2009,2015,NA,NA,135,4,0.0307,OK,13035,NA,NA,NA,NA,NA,257.71,MEDIAN,160565,20436,50209,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR019,county,Douglas,2009,2015,NA,NA,119,0,0,OK,5790,NA,NA,NA,NA,NA,211.76,MEDIAN,107286,12594,40524,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR021,county,Gilliam,2009,2015,NA,NA,71.5,0,0,OK,68,NA,NA,NA,NA,NA,209.56,MEDIAN,1915,222,44743,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR023,county,Grant,2009,2015,NA,NA,87,0,0,OK,531,NA,NA,NA,NA,NA,209.56,MEDIAN,7359,839,35051,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR025,county,Harney,2009,2015,NA,NA,85,0,0,OK,497,NA,NA,NA,NA,NA,196.43,MEDIAN,7314,1002,38113,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR027,county,Hood River,2009,2015,NA,NA,96,1,0.0489,OK,2044,NA,NA,NA,NA,NA,235.49,MEDIAN,22427,2787,56725,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR029,county,Jackson,2009,2015,NA,NA,124,12,0.0814,OK,14738,NA,NA,NA,NA,NA,229.53,MEDIAN,205117,27429,44005,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR031,county,Jefferson,2009,2015,NA,NA,64,0,0,OK,2382,NA,NA,NA,NA,NA,154.47,MEDIAN,21461,3582,43373,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR033,county,Josephine,2009,2015,NA,NA,140,4,0.073,OK,5479,NA,NA,NA,NA,NA,253.68,MEDIAN,82783,9782,37733,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR035,county,Klamath,2009,2015,NA,NA,154,2,0.0228,OK,8778,NA,NA,NA,NA,NA,260.1,MEDIAN,66211,14026,39627,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR037,county,Lake,2009,2015,NA,NA,123,0,0,OK,880,NA,NA,NA,NA,NA,290.68,MEDIAN,7862,1631,33611,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR039,county,Lane,2009,2015,NA,NA,73,7,0.0732,OK,9560,NA,NA,NA,NA,NA,185.02,MEDIAN,353382,22671,42931,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR041,county,Lincoln,2009,2015,NA,NA,95,1,0.0157,OK,6350,NA,NA,NA,NA,NA,184.29,MEDIAN,46070,8904,42365,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR043,county,Linn,2009,2015,NA,NA,71,0,0,OK,4764,NA,NA,NA,NA,NA,181.59,MEDIAN,117648,10942,46939,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR045,county,Malheur,2009,2015,NA,NA,75,0,0,OK,2451,NA,NA,NA,NA,NA,224.99,MEDIAN,30898,3944,35578,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR047,county,Marion,2009,2015,NA,NA,69,5,0.0282,OK,17732,NA,NA,NA,NA,NA,171.9,MEDIAN,318441,31160,46885,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR049,county,Morrow,2009,2015,NA,NA,93.5,0,0,OK,220,NA,NA,NA,NA,NA,148.17,MEDIAN,11218,599,49940,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR051,county,Multnomah,2009,2015,NA,NA,50,109,0.1688,OK,64452,NA,NA,NA,NA,NA,133.07,MEDIAN,747641,100335,52511,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR053,county,Polk,2009,2015,NA,NA,64,0,0,OK,4501,NA,NA,NA,NA,NA,171.18,MEDIAN,75930,7428,52808,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR055,county,Sherman,2009,2015,NA,NA,92.5,0,0,OK,300,NA,NA,NA,NA,NA,263.2,MEDIAN,1865,642,42639,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR057,county,Tillamook,2009,2015,NA,NA,112,0,0,OK,2306,NA,NA,NA,NA,NA,209.51,MEDIAN,25300,3736,43676,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR059,county,Umatilla,2009,2015,NA,NA,145,1,0.0278,OK,3596,NA,NA,NA,NA,NA,274.68,MEDIAN,76306,7717,48389,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR061,county,Union,2009,2015,NA,NA,137,1,0.0466,OK,2145,NA,NA,NA,NA,NA,219.86,MEDIAN,25741,3368,42542,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR063,county,Wallowa,2009,2015,NA,NA,126,0,0,OK,384,NA,NA,NA,NA,NA,195.36,MEDIAN,6924,534,41994,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR065,county,Wasco,2009,2015,NA,NA,81,3,0.1312,OK,2283,NA,NA,NA,NA,NA,181.79,MEDIAN,25281,3803,43765,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR067,county,Washington,2009,2015,NA,NA,58,6,0.0234,OK,25683,NA,NA,NA,NA,NA,169.43,MEDIAN,539608,39034,64180,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR069,county,Wheeler,2009,2015,NA,NA,203.5,0,0,OK,54,NA,NA,NA,NA,NA,219.59,MEDIAN,1292,84,37974,NA,NA
105,Time to Disposition in Misdemeanor Cases,median,1,all defendants,OR071,county,Yamhill,2009,2015,NA,NA,94,0,0,OK,4816,NA,NA,NA,NA,NA,225.11,MEDIAN,99802,8384,54535,NA,NA
103,Misdemeanor Cases,percentage,1,all defendants,OR,state,Oregon,2009,2015,250153,397457,62.9384,9335,2.2948,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,3868721,407169,50229,NA,NA
103,Misdemeanor Cases,percentage,1,all defendants,OR001,county,Baker,2009,2015,1074,1566,68.5824,67,4.1029,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,16055,1633,41500,NA,NA
103,Misdemeanor Cases,percentage,1,all defendants,OR003,county,Benton,2009,2015,5179,7468,69.3492,164,2.1488,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,85989,7633,48604,NA,NA
103,Misdemeanor Cases,percentage,1,all defendants,OR005,county,Clackamas,2009,2015,18269,27560,66.2881,194,0.699,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,380532,27755,64352,NA,NA
103,Misdemeanor Cases,percentage,1,all defendants,OR007,county,Clatsop,2009,2015,2998,5075,59.0739,285,5.3172,HIGH_MISSING_UNFILT,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,37157,5361,44683,NA,NA
103,Misdemeanor Cases,percentage,1,all defendants,OR009,county,Columbia,2009,2015,1560,2882,54.1291,378,11.5951,EXCEEDS_MISSING_UNFILT,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,49333,3260,54968,NA,NA
103,Misdemeanor Cases,percentage,1,all defendants,OR011,county,Coos,2009,2015,4306,6955,61.9123,13,0.1866,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,62753,6981,37940,NA,NA
103,Misdemeanor Cases,percentage,1,all defendants,OR013,county,Crook,2009,2015,2749,3574,76.9166,217,5.7241,HIGH_MISSING_UNFILT,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,20894,3792,38795,NA,NA
103,Misdemeanor Cases,percentage,1,all defendants,OR015,county,Curry,2009,2015,2210,3124,70.7426,7,0.2236,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,22361,3139,39516,NA,NA
103,Misdemeanor Cases,percentage,1,all defendants,OR017,county,Deschutes,2009,2015,13285,20192,65.7934,243,1.1891,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,160565,20436,50209,NA,NA
103,Misdemeanor Cases,percentage,1,all defendants,OR019,county,Douglas,2009,2015,5962,12585,47.3739,9,0.0715,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,107286,12594,40524,NA,NA
103,Misdemeanor Cases,percentage,1,all defendants,OR021,county,Gilliam,2009,2015,71,221,32.1267,1,0.4505,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,1915,222,44743,NA,NA
103,Misdemeanor Cases,percentage,1,all defendants,OR023,county,Grant,2009,2015,537,828,64.8551,11,1.3111,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,7359,839,35051,NA,NA
103,Misdemeanor Cases,percentage,1,all defendants,OR025,county,Harney,2009,2015,523,988,52.9352,3,0.3027,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,7314,1002,38113,NA,NA
103,Misdemeanor Cases,percentage,1,all defendants,OR027,county,Hood River,2009,2015,2107,2775,75.9279,11,0.3948,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,22427,2787,56725,NA,NA
103,Misdemeanor Cases,percentage,1,all defendants,OR029,county,Jackson,2009,2015,15176,26264,57.7825,979,3.5936,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,205117,27429,44005,NA,NA
103,Misdemeanor Cases,percentage,1,all defendants,OR031,county,Jefferson,2009,2015,2430,3418,71.0942,164,4.5784,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,21461,3582,43373,NA,NA
103,Misdemeanor Cases,percentage,1,all defendants,OR033,county,Josephine,2009,2015,5704,9624,59.2685,158,1.6152,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,82783,9782,37733,NA,NA
103,Misdemeanor Cases,percentage,1,all defendants,OR035,county,Klamath,2009,2015,9256,13837,66.8931,189,1.3475,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,66211,14026,39627,NA,NA
103,Misdemeanor Cases,percentage,1,all defendants,OR037,county,Lake,2009,2015,924,1589,58.1498,41,2.5153,OK,NA,NA,NA,NA,NA,NA,NA,PERCENTAGE,7862,1631,33611,NA,NA
